bout_id,event_name,date,location,attendance ,result,fighter1,fighter2,winner,weight_class,title_fight,method,end_round,end_time
132,UFC Fight Night: Rockhold vs. Branch,2017-09-16,"Pittsburgh, Pennsylvania, USA",7005,win,Luke Rockhold,David Branch,Luke Rockhold,Middleweight,f,KO/TKO-Punches,2,4:05
133,UFC Fight Night: Rockhold vs. Branch,2017-09-16,"Pittsburgh, Pennsylvania, USA",7005,win,Mike Perry,Alex Reyes,Mike Perry,Welterweight,f,KO/TKO-Knee,1,1:19
134,UFC Fight Night: Rockhold vs. Branch,2017-09-16,"Pittsburgh, Pennsylvania, USA",7005,win,Anthony Smith,Hector Lombard,Anthony Smith,Middleweight,f,KO/TKO-Punches,3,2:33
135,UFC Fight Night: Rockhold vs. Branch,2017-09-16,"Pittsburgh, Pennsylvania, USA",7005,win,Gregor Gillespie,Jason Gonzalez,Gregor Gillespie,Lightweight,f,SUB-Arm Triangle,2,2:11
136,UFC Fight Night: Rockhold vs. Branch,2017-09-16,"Pittsburgh, Pennsylvania, USA",7005,win,Kamaru Usman,Sergio Moraes,Kamaru Usman,Welterweight,f,KO/TKO-Punch,1,2:48
137,UFC Fight Night: Rockhold vs. Branch,2017-09-16,"Pittsburgh, Pennsylvania, USA",7005,win,Justin Ledet,Zu Anyanwu,Justin Ledet,Heavyweight,f,DEC-Split,3,5:00
138,UFC Fight Night: Rockhold vs. Branch,2017-09-16,"Pittsburgh, Pennsylvania, USA",7005,win,Olivier Aubin-Mercier,Anthony Rocco Martin,Olivier Aubin-Mercier,Lightweight,f,DEC-Split,3,5:00
139,UFC Fight Night: Rockhold vs. Branch,2017-09-16,"Pittsburgh, Pennsylvania, USA",7005,win,Daniel Spitz,Anthony Hamilton,Daniel Spitz,Heavyweight,f,KO/TKO-Punches,1,0:24
140,UFC Fight Night: Rockhold vs. Branch,2017-09-16,"Pittsburgh, Pennsylvania, USA",7005,win,Uriah Hall,Krzysztof Jotko,Uriah Hall,Middleweight,f,KO/TKO-Punches,2,2:25
141,UFC Fight Night: Rockhold vs. Branch,2017-09-16,"Pittsburgh, Pennsylvania, USA",7005,win,Gilbert Burns,Jason Saggo,Gilbert Burns,Lightweight,f,KO/TKO-Punch,2,4:55
142,UFC Fight Night: Saint Preux vs. Okami,2017-09-22,"Saitama, Saitama, Japan",8571,win,Ovince Saint Preux,Yushin Okami,Ovince Saint Preux,Light Heavyweight,f,SUB-Other - Choke,1,1:50
143,UFC Fight Night: Saint Preux vs. Okami,2017-09-22,"Saitama, Saitama, Japan",8571,win,Jessica Andrade,Claudia Gadelha,Jessica Andrade,Women's Strawweight,f,DEC-Unanimous,3,5:00
144,UFC Fight Night: Saint Preux vs. Okami,2017-09-22,"Saitama, Saitama, Japan",8571,win,Dong Hyun Kim,Takanori Gomi,Dong Hyun Kim,Lightweight,f,KO/TKO-Punch,1,1:30
145,UFC Fight Night: Saint Preux vs. Okami,2017-09-22,"Saitama, Saitama, Japan",8571,win,Gokhan Saki,Henrique da Silva,Gokhan Saki,Light Heavyweight,f,KO/TKO-Punch,1,4:45
146,UFC Fight Night: Saint Preux vs. Okami,2017-09-22,"Saitama, Saitama, Japan",8571,win,Teruto Ishihara,Rolando Dy,Teruto Ishihara,Featherweight,f,DEC-Unanimous,3,5:00
147,UFC Fight Night: Saint Preux vs. Okami,2017-09-22,"Saitama, Saitama, Japan",8571,win,Jussier Formiga,Ulka Sasaki,Jussier Formiga,Flyweight,f,SUB-Rear Naked Choke,1,4:30
148,UFC Fight Night: Saint Preux vs. Okami,2017-09-22,"Saitama, Saitama, Japan",8571,win,Keita Nakamura,Alex Morono,Keita Nakamura,Welterweight,f,DEC-Split,3,5:00
149,UFC Fight Night: Saint Preux vs. Okami,2017-09-22,"Saitama, Saitama, Japan",8571,win,Syuri Kondo,Chanmi Jeon,Syuri Kondo,Women's Strawweight,f,DEC-Split,3,5:00
150,UFC Fight Night: Saint Preux vs. Okami,2017-09-22,"Saitama, Saitama, Japan",8571,win,Shinsho Anzai,Luke Jumeau,Shinsho Anzai,Welterweight,f,DEC-Unanimous,3,5:00
151,UFC Fight Night: Saint Preux vs. Okami,2017-09-22,"Saitama, Saitama, Japan",8571,win,Daichi Abe,Hyun Gyu Lim,Daichi Abe,Welterweight,f,DEC-Unanimous,3,5:00
152,UFC 216: Ferguson vs. Lee,2017-10-07,"Las Vegas, Nevada, USA",10638,win,Tony Ferguson,Kevin Lee,Tony Ferguson,Lightweight,t,SUB-Triangle Choke,3,4:02
153,UFC 216: Ferguson vs. Lee,2017-10-07,"Las Vegas, Nevada, USA",10638,win,Demetrious Johnson,Ray Borg,Demetrious Johnson,Flyweight,t,SUB-Armbar,5,3:15
154,UFC 216: Ferguson vs. Lee,2017-10-07,"Las Vegas, Nevada, USA",10638,win,Fabricio Werdum,Walt Harris,Fabricio Werdum,Heavyweight,f,SUB-Armbar,1,1:05
155,UFC 216: Ferguson vs. Lee,2017-10-07,"Las Vegas, Nevada, USA",10638,win,Mara Romero Borella,Kalindra Faria,Mara Romero Borella,Women's Flyweight,f,SUB-Rear Naked Choke,1,2:54
156,UFC 216: Ferguson vs. Lee,2017-10-07,"Las Vegas, Nevada, USA",10638,draw,Beneil Dariush,Evan Dunham,,Lightweight,f,DEC-Majority,3,5:00
157,UFC 216: Ferguson vs. Lee,2017-10-07,"Las Vegas, Nevada, USA",10638,win,Cody Stamann,Tom Duquesnoy,Cody Stamann,Bantamweight,f,DEC-Split,3,5:00
158,UFC 216: Ferguson vs. Lee,2017-10-07,"Las Vegas, Nevada, USA",10638,draw,Lando Vannata,Bobby Green,,Lightweight,f,DEC-Split,3,5:00
159,UFC 216: Ferguson vs. Lee,2017-10-07,"Las Vegas, Nevada, USA",10638,win,Poliana Botelho,Pearl Gonzalez,Poliana Botelho,Women's Strawweight,f,DEC-Unanimous,3,5:00
160,UFC 216: Ferguson vs. Lee,2017-10-07,"Las Vegas, Nevada, USA",10638,win,Matt Schnell,Marco Beltran,Matt Schnell,Flyweight,f,DEC-Unanimous,3,5:00
161,UFC 216: Ferguson vs. Lee,2017-10-07,"Las Vegas, Nevada, USA",10638,win,John Moraga,Magomed Bibulatov,John Moraga,Flyweight,f,KO/TKO-Punch,1,1:38
162,UFC 216: Ferguson vs. Lee,2017-10-07,"Las Vegas, Nevada, USA",10638,win,Brad Tavares,Thales Leites,Brad Tavares,Middleweight,f,DEC-Unanimous,3,5:00
163,UFC Fight Night: Cerrone vs. Till,2017-10-21,"Gdansk, Poland",11138,win,Darren Till,Donald Cerrone,Darren Till,Welterweight,f,KO/TKO-Punch,1,4:20
164,UFC Fight Night: Cerrone vs. Till,2017-10-21,"Gdansk, Poland",11138,win,Karolina Kowalkiewicz,Jodie Esquibel,Karolina Kowalkiewicz,Women's Strawweight,f,DEC-Unanimous,3,5:00
165,UFC Fight Night: Cerrone vs. Till,2017-10-21,"Gdansk, Poland",11138,win,Jan Blachowicz,Devin Clark,Jan Blachowicz,Light Heavyweight,f,SUB-Rear Naked Choke,2,3:02
166,UFC Fight Night: Cerrone vs. Till,2017-10-21,"Gdansk, Poland",11138,win,Oskar Piechota,Jonathan Wilson,Oskar Piechota,Middleweight,f,DEC-Unanimous,3,5:00
167,UFC Fight Night: Cerrone vs. Till,2017-10-21,"Gdansk, Poland",11138,win,Marcin Held,Nasrat Haqparast,Marcin Held,Lightweight,f,DEC-Unanimous,3,5:00
168,UFC Fight Night: Cerrone vs. Till,2017-10-21,"Gdansk, Poland",11138,win,Brian Kelleher,Damian Stasiak,Brian Kelleher,Bantamweight,f,KO/TKO-Punch,3,3:39
169,UFC Fight Night: Cerrone vs. Till,2017-10-21,"Gdansk, Poland",11138,win,Ramazan Emeev,Sam Alvey,Ramazan Emeev,Middleweight,f,DEC-Unanimous,3,5:00
170,UFC Fight Night: Cerrone vs. Till,2017-10-21,"Gdansk, Poland",11138,win,Andre Fili,Artem Lobov,Andre Fili,Featherweight,f,DEC-Unanimous,3,5:00
171,UFC Fight Night: Cerrone vs. Till,2017-10-21,"Gdansk, Poland",11138,win,Warlley Alves,Salim Touahri,Warlley Alves,Welterweight,f,DEC-Unanimous,3,5:00
172,UFC Fight Night: Cerrone vs. Till,2017-10-21,"Gdansk, Poland",11138,win,Aspen Ladd,Lina Lansberg,Aspen Ladd,Women's Bantamweight,f,KO/TKO-Punches,2,2:33
173,UFC Fight Night: Cerrone vs. Till,2017-10-21,"Gdansk, Poland",11138,win,Josh Emmett,Felipe Arantes,Josh Emmett,Featherweight,f,DEC-Unanimous,3,5:00
174,UFC Fight Night: Brunson vs. Machida,2017-10-28,"Sao Paulo, Sao Paulo, Brazil",10625,win,Derek Brunson,Lyoto Machida,Derek Brunson,Middleweight,f,KO/TKO-Punch,1,2:30
175,UFC Fight Night: Brunson vs. Machida,2017-10-28,"Sao Paulo, Sao Paulo, Brazil",10625,win,Colby Covington,Demian Maia,Colby Covington,Welterweight,f,DEC-Unanimous,3,5:00
176,UFC Fight Night: Brunson vs. Machida,2017-10-28,"Sao Paulo, Sao Paulo, Brazil",10625,win,Pedro Munhoz,Rob Font,Pedro Munhoz,Bantamweight,f,SUB-Guillotine Choke,1,4:03
177,UFC Fight Night: Brunson vs. Machida,2017-10-28,"Sao Paulo, Sao Paulo, Brazil",10625,win,Francisco Trinaldo,Jim Miller,Francisco Trinaldo,Lightweight,f,DEC-Unanimous,3,5:00
178,UFC Fight Night: Brunson vs. Machida,2017-10-28,"Sao Paulo, Sao Paulo, Brazil",10625,win,Thiago Santos,Jack Hermansson,Thiago Santos,Middleweight,f,KO/TKO-Punch,1,4:59
179,UFC Fight Night: Brunson vs. Machida,2017-10-28,"Sao Paulo, Sao Paulo, Brazil",10625,win,John Lineker,Marlon Vera,John Lineker,Bantamweight,f,DEC-Unanimous,3,5:00
180,UFC Fight Night: Brunson vs. Machida,2017-10-28,"Sao Paulo, Sao Paulo, Brazil",10625,win,Vicente Luque,Niko Price,Vicente Luque,Welterweight,f,SUB-D'Arce Choke,2,4:08
181,UFC Fight Night: Brunson vs. Machida,2017-10-28,"Sao Paulo, Sao Paulo, Brazil",10625,win,Antonio Carlos Junior,Jack Marshman,Antonio Carlos Junior,Middleweight,f,SUB-Rear Naked Choke,1,4:30
182,UFC Fight Night: Brunson vs. Machida,2017-10-28,"Sao Paulo, Sao Paulo, Brazil",10625,win,Jared Gordon,Hacran Dias,Jared Gordon,Lightweight,f,DEC-Unanimous,3,5:00
183,UFC Fight Night: Brunson vs. Machida,2017-10-28,"Sao Paulo, Sao Paulo, Brazil",10625,win,Elizeu Zaleski dos Santos,Max Griffin,Elizeu Zaleski dos Santos,Welterweight,f,DEC-Unanimous,3,5:00
184,UFC Fight Night: Brunson vs. Machida,2017-10-28,"Sao Paulo, Sao Paulo, Brazil",10625,win,Deiveson Figueiredo,Jarred Brooks,Deiveson Figueiredo,Flyweight,f,DEC-Split,3,5:00
185,UFC Fight Night: Brunson vs. Machida,2017-10-28,"Sao Paulo, Sao Paulo, Brazil",10625,win,Marcelo Golm,Christian Colombo,Marcelo Golm,Heavyweight,f,SUB-Rear Naked Choke,1,2:08
186,UFC 217: Bisping vs. St-Pierre,2017-11-04,"New York City, New York, USA",18201,win,Georges St-Pierre,Michael Bisping,Georges St-Pierre,Middleweight,t,SUB-Rear Naked Choke,3,4:23
187,UFC 217: Bisping vs. St-Pierre,2017-11-04,"New York City, New York, USA",18201,win,TJ Dillashaw,Cody Garbrandt,TJ Dillashaw,Bantamweight,t,KO/TKO-Punch,2,2:41
188,UFC 217: Bisping vs. St-Pierre,2017-11-04,"New York City, New York, USA",18201,win,Rose Namajunas,Joanna Jedrzejczyk,Rose Namajunas,Women's Strawweight,t,KO/TKO-Punch,1,3:03
189,UFC 217: Bisping vs. St-Pierre,2017-11-04,"New York City, New York, USA",18201,win,Stephen Thompson,Jorge Masvidal,Stephen Thompson,Welterweight,f,DEC-Unanimous,3,5:00
190,UFC 217: Bisping vs. St-Pierre,2017-11-04,"New York City, New York, USA",18201,win,Paulo Costa,Johny Hendricks,Paulo Costa,Middleweight,f,KO/TKO-Punches,2,1:23
191,UFC 217: Bisping vs. St-Pierre,2017-11-04,"New York City, New York, USA",18201,win,James Vick,Joe Duffy,James Vick,Lightweight,f,KO/TKO-Punch,2,4:59
192,UFC 217: Bisping vs. St-Pierre,2017-11-04,"New York City, New York, USA",18201,win,Mark Godbeer,Walt Harris,Mark Godbeer,Heavyweight,f,DQ,1,4:29
193,UFC 217: Bisping vs. St-Pierre,2017-11-04,"New York City, New York, USA",18201,win,Ovince Saint Preux,Corey Anderson,Ovince Saint Preux,Light Heavyweight,f,KO/TKO-Kick,3,1:25
194,UFC 217: Bisping vs. St-Pierre,2017-11-04,"New York City, New York, USA",18201,win,Randy Brown,Mickey Gall,Randy Brown,Welterweight,f,DEC-Unanimous,3,5:00
195,UFC 217: Bisping vs. St-Pierre,2017-11-04,"New York City, New York, USA",18201,win,Curtis Blaydes,Aleksei Oleinik,Curtis Blaydes,Heavyweight,f,KO/TKO,2,1:39
196,UFC 217: Bisping vs. St-Pierre,2017-11-04,"New York City, New York, USA",18201,win,Ricardo Ramos,Aiemann Zahabi,Ricardo Ramos,Bantamweight,f,KO/TKO-Elbow,3,1:58
197,UFC Fight Night: Poirier vs. Pettis,2017-11-11,"Norfolk, Virginia, USA",8442,win,Dustin Poirier,Anthony Pettis,Dustin Poirier,Lightweight,f,KO/TKO,3,2:08
198,UFC Fight Night: Poirier vs. Pettis,2017-11-11,"Norfolk, Virginia, USA",8442,win,Matt Brown,Diego Sanchez,Matt Brown,Welterweight,f,KO/TKO-Elbow,1,3:44
199,UFC Fight Night: Poirier vs. Pettis,2017-11-11,"Norfolk, Virginia, USA",8442,win,Andrei Arlovski,Junior Albini,Andrei Arlovski,Heavyweight,f,DEC-Unanimous,3,5:00
200,UFC Fight Night: Poirier vs. Pettis,2017-11-11,"Norfolk, Virginia, USA",8442,win,Cezar Ferreira,Nate Marquardt,Cezar Ferreira,Middleweight,f,DEC-Split,3,5:00
201,UFC Fight Night: Poirier vs. Pettis,2017-11-11,"Norfolk, Virginia, USA",8442,win,Raphael Assuncao,Matthew Lopez,Raphael Assuncao,Bantamweight,f,KO/TKO-Punch,3,1:50
202,UFC Fight Night: Poirier vs. Pettis,2017-11-11,"Norfolk, Virginia, USA",8442,win,Clay Guida,Joe Lauzon,Clay Guida,Lightweight,f,KO/TKO-Punch,1,1:07
203,UFC Fight Night: Poirier vs. Pettis,2017-11-11,"Norfolk, Virginia, USA",8442,win,Marlon Moraes,John Dodson,Marlon Moraes,Bantamweight,f,DEC-Split,3,5:00
204,UFC Fight Night: Poirier vs. Pettis,2017-11-11,"Norfolk, Virginia, USA",8442,win,Tatiana Suarez,Viviane Pereira,Tatiana Suarez,Women's Strawweight,f,DEC-Unanimous,3,5:00
205,UFC Fight Night: Poirier vs. Pettis,2017-11-11,"Norfolk, Virginia, USA",8442,win,Sage Northcutt,Michel Quinones,Sage Northcutt,Lightweight,f,DEC-Unanimous,3,5:00
206,UFC Fight Night: Poirier vs. Pettis,2017-11-11,"Norfolk, Virginia, USA",8442,win,Nina Ansaroff,Angela Hill,Nina Ansaroff,Women's Strawweight,f,DEC-Unanimous,3,5:00
207,UFC Fight Night: Poirier vs. Pettis,2017-11-11,"Norfolk, Virginia, USA",8442,win,Sean Strickland,Court McGee,Sean Strickland,Welterweight,f,DEC-Unanimous,3,5:00
208,UFC Fight Night: Poirier vs. Pettis,2017-11-11,"Norfolk, Virginia, USA",8442,win,Jake Collier,Marcel Fortuna,Jake Collier,Light Heavyweight,f,DEC-Unanimous,3,5:00
209,UFC Fight Night: Poirier vs. Pettis,2017-11-11,"Norfolk, Virginia, USA",8442,win,Karl Roberson,Darren Stewart,Karl Roberson,Middleweight,f,SUB-Rear Naked Choke,1,3:41
210,UFC 1: The Beginning,1993-11-12,"Denver, Colorado, USA",2800,win,Royce Gracie,Gerard Gordeau,Royce Gracie,Open Weight,t,SUB-Rear Naked Choke,1,1:44
211,UFC 1: The Beginning,1993-11-12,"Denver, Colorado, USA",2800,win,Jason DeLucia,Trent Jenkins,Jason DeLucia,Open Weight,f,SUB-Rear Naked Choke,1,0:52
212,UFC 1: The Beginning,1993-11-12,"Denver, Colorado, USA",2800,win,Royce Gracie,Ken Shamrock,Royce Gracie,Open Weight,f,SUB-Rear Naked Choke,1,0:57
213,UFC 1: The Beginning,1993-11-12,"Denver, Colorado, USA",2800,win,Gerard Gordeau,Kevin Rosier,Gerard Gordeau,Open Weight,f,KO/TKO,1,0:59
214,UFC 1: The Beginning,1993-11-12,"Denver, Colorado, USA",2800,win,Ken Shamrock,Patrick Smith,Ken Shamrock,Open Weight,f,SUB-Heel Hook,1,1:49
215,UFC 1: The Beginning,1993-11-12,"Denver, Colorado, USA",2800,win,Royce Gracie,Art Jimmerson,Royce Gracie,Open Weight,f,SUB-Other,1,2:18
216,UFC 1: The Beginning,1993-11-12,"Denver, Colorado, USA",2800,win,Kevin Rosier,Zane Frazier,Kevin Rosier,Open Weight,f,KO/TKO,1,4:20
217,UFC 1: The Beginning,1993-11-12,"Denver, Colorado, USA",2800,win,Gerard Gordeau,Teila Tuli,Gerard Gordeau,Open Weight,f,KO/TKO-Kick,1,0:26
218,UFC 2: No Way Out,1994-03-11,"Denver, Colorado, USA",2000,win,Royce Gracie,Patrick Smith,Royce Gracie,Open Weight,t,KO/TKO-Punches,1,1:17
219,UFC 2: No Way Out,1994-03-11,"Denver, Colorado, USA",2000,win,Royce Gracie,Remco Pardoel,Royce Gracie,Open Weight,f,SUB-Gi Choke,1,1:31
220,UFC 2: No Way Out,1994-03-11,"Denver, Colorado, USA",2000,win,Patrick Smith,Johnny Rhodes,Patrick Smith,Open Weight,f,SUB-Guillotine Choke,1,1:07
221,UFC 2: No Way Out,1994-03-11,"Denver, Colorado, USA",2000,win,Royce Gracie,Jason DeLucia,Royce Gracie,Open Weight,f,SUB-Armbar,1,1:07
222,UFC 2: No Way Out,1994-03-11,"Denver, Colorado, USA",2000,win,Remco Pardoel,Orlando Wiet,Remco Pardoel,Open Weight,f,KO/TKO-Elbows,1,1:29
223,UFC 2: No Way Out,1994-03-11,"Denver, Colorado, USA",2000,win,Johnny Rhodes,Fred Ettish,Johnny Rhodes,Open Weight,f,SUB-Other - Choke,1,3:07
224,UFC 2: No Way Out,1994-03-11,"Denver, Colorado, USA",2000,win,Patrick Smith,Scott Morris,Patrick Smith,Open Weight,f,KO/TKO-Elbows,1,0:30
225,UFC 2: No Way Out,1994-03-11,"Denver, Colorado, USA",2000,win,Royce Gracie,Minoki Ichihara,Royce Gracie,Open Weight,f,SUB-Armbar,1,5:08
226,UFC 2: No Way Out,1994-03-11,"Denver, Colorado, USA",2000,win,Jason DeLucia,Scott Baker,Jason DeLucia,Open Weight,f,SUB-Triangle Choke,1,6:41
227,UFC 2: No Way Out,1994-03-11,"Denver, Colorado, USA",2000,win,Remco Pardoel,Alberta Cerra Leon,Remco Pardoel,Open Weight,f,SUB-Other - Choke,1,9:51
228,UFC 2: No Way Out,1994-03-11,"Denver, Colorado, USA",2000,win,Orlando Wiet,Robert Lucarelli,Orlando Wiet,Open Weight,f,KO/TKO,1,2:50
229,UFC 2: No Way Out,1994-03-11,"Denver, Colorado, USA",2000,win,Frank Hamaker,Thaddeus Luster,Frank Hamaker,Open Weight,f,SUB-Keylock,1,4:52
230,UFC 2: No Way Out,1994-03-11,"Denver, Colorado, USA",2000,win,Johnny Rhodes,David Levicki,Johnny Rhodes,Open Weight,f,KO/TKO-Punches,1,2:13
231,UFC 2: No Way Out,1994-03-11,"Denver, Colorado, USA",2000,win,Patrick Smith,Ray Wizard,Patrick Smith,Open Weight,f,SUB-Guillotine Choke,1,0:58
232,UFC 2: No Way Out,1994-03-11,"Denver, Colorado, USA",2000,win,Scott Morris,Sean Daugherty,Scott Morris,Open Weight,f,SUB-Guillotine Choke,1,0:20
233,UFC 3: The American Dream,1994-09-09,"Charlotte, North Carolina, USA",,win,Steve Jennum,Harold Howard,Steve Jennum,Open Weight,t,KO/TKO-Punches,1,1:27
234,UFC 3: The American Dream,1994-09-09,"Charlotte, North Carolina, USA",,win,Ken Shamrock,Felix Lee Mitchell,Ken Shamrock,Open Weight,f,SUB-Rear Naked Choke,1,4:34
235,UFC 3: The American Dream,1994-09-09,"Charlotte, North Carolina, USA",,win,Royce Gracie,Kimo Leopoldo,Royce Gracie,Open Weight,f,SUB-Armbar,1,4:40
236,UFC 3: The American Dream,1994-09-09,"Charlotte, North Carolina, USA",,win,Harold Howard,Roland Payne,Harold Howard,Open Weight,f,KO/TKO-Punches,1,0:46
237,UFC 3: The American Dream,1994-09-09,"Charlotte, North Carolina, USA",,win,Ken Shamrock,Christophe Leninger,Ken Shamrock,Open Weight,f,KO/TKO-Punches,1,4:49
238,UFC 3: The American Dream,1994-09-09,"Charlotte, North Carolina, USA",,win,Keith Hackney,Emmanuel Yarborough,Keith Hackney,Open Weight,f,KO/TKO-Punches,1,1:59
239,UFC 4: Revenge of the Warriors,1994-12-16,"Tulsa, Oklahoma, USA",5857,win,Royce Gracie,Dan Severn,Royce Gracie,Open Weight,t,SUB-Triangle Choke,1,5:49
240,UFC 4: Revenge of the Warriors,1994-12-16,"Tulsa, Oklahoma, USA",5857,win,Dan Severn,Marcus Bossett,Dan Severn,Open Weight,f,SUB-Arm Triangle,1,0:52
241,UFC 4: Revenge of the Warriors,1994-12-16,"Tulsa, Oklahoma, USA",5857,win,Royce Gracie,Keith Hackney,Royce Gracie,Open Weight,f,SUB-Armbar,1,5:32
242,UFC 4: Revenge of the Warriors,1994-12-16,"Tulsa, Oklahoma, USA",5857,win,Dan Severn,Anthony Macias,Dan Severn,Open Weight,f,SUB-Rear Naked Choke,1,1:45
243,UFC 4: Revenge of the Warriors,1994-12-16,"Tulsa, Oklahoma, USA",5857,win,Steve Jennum,Melton Bowen,Steve Jennum,Open Weight,f,SUB-Armbar,1,4:47
244,UFC 4: Revenge of the Warriors,1994-12-16,"Tulsa, Oklahoma, USA",5857,win,Keith Hackney,Joe Son,Keith Hackney,Open Weight,f,SUB-Other - Choke,1,2:44
245,UFC 4: Revenge of the Warriors,1994-12-16,"Tulsa, Oklahoma, USA",5857,win,Royce Gracie,Ron van Clief,Royce Gracie,Open Weight,f,SUB-Rear Naked Choke,1,3:49
246,UFC 4: Revenge of the Warriors,1994-12-16,"Tulsa, Oklahoma, USA",5857,win,Guy Mezger,Jason Fairn,Guy Mezger,Open Weight,f,KO/TKO,1,2:13
247,UFC 4: Revenge of the Warriors,1994-12-16,"Tulsa, Oklahoma, USA",5857,win,Marcus Bossett,Eldo Xavier Dias,Marcus Bossett,Open Weight,f,KO/TKO,1,4:55
248,UFC 4: Revenge of the Warriors,1994-12-16,"Tulsa, Oklahoma, USA",5857,win,Joe Charles,Kevin Rosier,Joe Charles,Open Weight,f,SUB-Armbar,1,0:14
249,UFC 5: The Return of the Beast,1995-04-07,"Charlotte, North Carolina, USA",6000,win,Dan Severn,Dave Beneteau,Dan Severn,Open Weight,t,SUB-Keylock,1,3:01
250,UFC 5: The Return of the Beast,1995-04-07,"Charlotte, North Carolina, USA",6000,draw,Ken Shamrock,Royce Gracie,,Open Weight,t,Other,2,5:00
251,UFC 5: The Return of the Beast,1995-04-07,"Charlotte, North Carolina, USA",6000,win,Dan Severn,Oleg Taktarov,Dan Severn,Open Weight,f,KO/TKO,1,4:21
252,UFC 5: The Return of the Beast,1995-04-07,"Charlotte, North Carolina, USA",6000,win,Dave Beneteau,Todd Medina,Dave Beneteau,Open Weight,f,KO/TKO-Punches,1,2:12
253,UFC 5: The Return of the Beast,1995-04-07,"Charlotte, North Carolina, USA",6000,win,Dan Severn,Joe Charles,Dan Severn,Open Weight,f,SUB-Rear Naked Choke,1,1:38
254,UFC 5: The Return of the Beast,1995-04-07,"Charlotte, North Carolina, USA",6000,win,Oleg Taktarov,Ernie Verdicia,Oleg Taktarov,Open Weight,f,SUB-Neck Crank,1,2:23
255,UFC 5: The Return of the Beast,1995-04-07,"Charlotte, North Carolina, USA",6000,win,Todd Medina,Larry Cureton,Todd Medina,Open Weight,f,SUB-Forearm Choke,1,2:55
256,UFC 5: The Return of the Beast,1995-04-07,"Charlotte, North Carolina, USA",6000,win,Jon Hess,Andy Anderson,Jon Hess,Open Weight,f,KO/TKO-Knees,1,1:23
257,UFC 5: The Return of the Beast,1995-04-07,"Charlotte, North Carolina, USA",6000,win,Guy Mezger,John Dowdy,Guy Mezger,Open Weight,f,KO/TKO,1,2:02
258,UFC 5: The Return of the Beast,1995-04-07,"Charlotte, North Carolina, USA",6000,win,Dave Beneteau,Asbel Cancio,Dave Beneteau,Open Weight,f,KO/TKO,1,0:21
259,UFC 6: Clash of the Titans,1995-07-14,"Casper, Wyoming, USA",2700,win,Oleg Taktarov,David Abbott,Oleg Taktarov,Open Weight,t,SUB-Rear Naked Choke,1,7:45
260,UFC 6: Clash of the Titans,1995-07-14,"Casper, Wyoming, USA",2700,win,Ken Shamrock,Dan Severn,Ken Shamrock,Open Weight,t,SUB-Guillotine Choke,1,2:14
261,UFC 6: Clash of the Titans,1995-07-14,"Casper, Wyoming, USA",2700,win,Oleg Taktarov,Anthony Macias,Oleg Taktarov,Open Weight,f,SUB-Guillotine Choke,1,0:09
262,UFC 6: Clash of the Titans,1995-07-14,"Casper, Wyoming, USA",2700,win,David Abbott,Paul Varelans,David Abbott,Open Weight,f,KO/TKO-Punches,1,1:53
263,UFC 6: Clash of the Titans,1995-07-14,"Casper, Wyoming, USA",2700,win,Oleg Taktarov,Dave Beneteau,Oleg Taktarov,Open Weight,f,SUB-Guillotine Choke,1,0:57
264,UFC 6: Clash of the Titans,1995-07-14,"Casper, Wyoming, USA",2700,win,Patrick Smith,Rudyard Moncayo,Patrick Smith,Open Weight,f,SUB-Other - Choke,1,1:08
265,UFC 6: Clash of the Titans,1995-07-14,"Casper, Wyoming, USA",2700,win,Paul Varelans,Cal Worsham,Paul Varelans,Open Weight,f,KO/TKO-Elbow,1,1:02
266,UFC 6: Clash of the Titans,1995-07-14,"Casper, Wyoming, USA",2700,win,David Abbott,John Matua,David Abbott,Open Weight,f,KO/TKO-Punches,1,0:20
267,UFC 6: Clash of the Titans,1995-07-14,"Casper, Wyoming, USA",2700,win,Anthony Macias,He-Man Gipson,Anthony Macias,Open Weight,f,KO/TKO-Headbutts,1,3:06
268,UFC 6: Clash of the Titans,1995-07-14,"Casper, Wyoming, USA",2700,win,Joel Sutton,Jack McGlaughlin,Joel Sutton,Open Weight,f,KO/TKO-Punches,1,2:01
269,UFC 7: The Brawl in Buffalo,1995-09-08,"Buffalo, New York, USA",9000,win,Marco Ruas,Paul Varelans,Marco Ruas,Open Weight,t,KO/TKO-Kicks,1,3:17
270,UFC 7: The Brawl in Buffalo,1995-09-08,"Buffalo, New York, USA",9000,draw,Ken Shamrock,Oleg Taktarov,,Open Weight,t,Other,2,3:00
271,UFC 7: The Brawl in Buffalo,1995-09-08,"Buffalo, New York, USA",9000,win,Marco Ruas,Remco Pardoel,Marco Ruas,Open Weight,f,SUB-Other,1,2:27
